review_id,restaurant_id,review_date,rating,review_text
REV00191,R0010,2025-11-02,4,"Loved the food, will visit again"
REV00192,R0091,2026-05-28,4,Average experience
REV00193,R0060,2026-03-03,5,"Loved the food, will visit again"
REV00194,R0090,2025-09-17,4,Great food and good service
REV00195,R0071,2025-10-18,5,Excellent taste and ambience
REV00196,R0024,2025-10-19,3,Nice ambience and friendly staff
REV00197,R0043,2025-06-05,5,Food was tasty and fresh
REV00198,R0047,2025-07-06,4,Good value for money
REV00199,R0037,2026-06-26,4,"Loved the food, will visit again"
REV00200,R0075,2025-03-07,5,Good value for money
REV00201,R0018,2025-09-10,3,Great food and good service
REV00202,R0058,2026-08-22,4,Food was okay but could be better
REV00203,R0006,2026-08-30,5,Average experience
REV00204,R0030,2025-02-02,2,Food was okay but could be better
REV00205,R0012,2025-04-27,3,Nice ambience and friendly staff
REV00206,R0052,2026-05-02,5,Average experience
REV00207,R0044,2026-02-26,4,Average experience
REV00208,R0058,2025-12-30,4,Food was okay but could be better
REV00209,R0011,2025-04-08,4,Excellent taste and ambience
REV00210,R0022,2026-03-26,5,"Loved the food, will visit again"
REV00211,R0042,2026-07-21,4,Service was a little slow
REV00212,R0028,2025-08-12,5,Food was tasty and fresh
REV00213,R0049,2026-02-20,3,Average experience
REV00214,R0087,2025-07-16,5,Food was okay but could be better
REV00215,R0053,2025-05-03,4,Food was tasty and fresh
REV00216,R0083,2025-12-14,5,Food was tasty and fresh
REV00217,R0006,2025-12-15,5,Food was tasty and fresh
REV00218,R0067,2026-06-04,2,Service was a little slow
REV00219,R0084,2026-03-27,4,Excellent taste and ambience
REV00220,R0087,2025-01-16,5,Food was tasty and fresh
REV00221,R0009,2025-11-23,4,Service was a little slow
REV00222,R0098,2026-03-01,4,"Loved the food, will visit again"
REV00223,R0024,2025-09-23,1,Excellent taste and ambience
REV00224,R0056,2026-01-04,5,Portions were good
REV00225,R0050,2026-05-09,4,Portions were good
REV00226,R0036,2025-06-20,4,"Loved the food, will visit again"
REV00227,R0069,2025-11-11,4,Portions were good
REV00228,R0092,2025-06-28,2,Excellent taste and ambience
REV00229,R0027,2026-04-13,3,Great food and good service
REV00230,R0068,2025-09-06,5,Nice ambience and friendly staff
REV00231,R0067,2026-03-08,3,Service was a little slow
REV00232,R0094,2026-03-05,4,Average experience
REV00233,R0025,2025-03-07,5,Food was okay but could be better
REV00234,R0045,2026-01-05,3,Nice ambience and friendly staff
REV00235,R0055,2026-01-09,5,Excellent taste and ambience
REV00236,R0065,2026-07-17,4,Service was a little slow
REV00237,R0086,2025-03-17,5,Service was a little slow
REV00238,R0092,2025-10-16,3,Food was tasty and fresh
REV00239,R0028,2025-06-26,4,Average experience
REV00240,R0026,2026-09-02,4,Food was tasty and fresh
REV00241,R0040,2025-12-09,2,"Loved the food, will visit again"
REV00242,R0022,2026-06-12,5,Food was tasty and fresh
REV00243,R0060,2025-03-26,5,Portions were good
REV00244,R0065,2025-03-05,5,Service was a little slow
REV00245,R0043,2026-08-12,5,Nice ambience and friendly staff
REV00246,R0087,2026-04-08,5,Great food and good service
REV00247,R0021,2026-04-11,5,Excellent taste and ambience
REV00248,R0047,2026-03-11,2,Food was okay but could be better
REV00249,R0007,2025-12-13,3,Portions were good
REV00250,R0057,2026-06-17,5,Food was okay but could be better
REV00251,R0040,2025-12-09,4,Good value for money
REV00252,R0092,2026-02-05,5,Portions were good
REV00253,R0066,2026-07-04,2,"Loved the food, will visit again"
REV00254,R0045,2025-03-16,3,Nice ambience and friendly staff
REV00255,R0040,2025-08-13,4,Excellent taste and ambience
REV00256,R0019,2025-05-26,3,Great food and good service
REV00257,R0088,2025-06-02,4,Great food and good service
REV00258,R0098,2025-12-11,4,Nice ambience and friendly staff
REV00259,R0093,2026-06-12,5,"Loved the food, will visit again"
REV00260,R0073,2025-02-11,5,Food was tasty and fresh
REV00261,R0097,2026-03-15,3,Nice ambience and friendly staff
REV00262,R0034,2025-12-11,3,"Loved the food, will visit again"
REV00263,R0021,2025-02-17,5,Service was a little slow
REV00264,R0031,2025-01-10,3,Portions were good
REV00265,R0018,2025-11-25,3,Good value for money
REV00266,R0063,2025-06-17,2,Portions were good
REV00267,R0009,2025-05-23,3,Food was tasty and fresh
REV00268,R0052,2025-03-10,3,Service was a little slow
REV00269,R0005,2026-08-28,5,Good value for money
REV00270,R0042,2025-11-26,5,Portions were good
REV00271,R0008,2026-06-05,2,Average experience
REV00272,R0011,2026-04-30,4,Food was okay but could be better
REV00273,R0013,2026-07-03,3,Food was okay but could be better
REV00274,R0073,2025-11-04,3,Service was a little slow
REV00275,R0002,2026-05-02,4,Average experience
REV00276,R0023,2025-07-25,4,Food was okay but could be better
REV00277,R0051,2025-07-02,4,Great food and good service
REV00278,R0002,2025-01-13,3,Food was okay but could be better
REV00279,R0092,2025-04-09,3,Nice ambience and friendly staff
REV00280,R0075,2025-07-11,3,Average experience
REV00281,R0083,2026-01-19,5,Excellent taste and ambience
REV00282,R0068,2025-01-15,4,Portions were good
REV00283,R0055,2026-04-12,4,"Loved the food, will visit again"
REV00284,R0100,2026-06-03,4,Food was tasty and fresh
REV00285,R0049,2025-08-20,4,Food was tasty and fresh
REV00286,R0072,2026-08-15,4,Good value for money
REV00287,R0083,2025-01-07,4,Food was okay but could be better
REV00288,R0034,2026-07-02,4,Portions were good
REV00289,R0006,2025-10-12,5,Portions were good
REV00290,R0055,2025-06-01,5,Food was okay but could be better
REV00291,R0098,2025-01-21,4,"Loved the food, will visit again"
REV00292,R0056,2025-08-10,4,Excellent taste and ambience
REV00293,R0051,2025-02-28,4,Service was a little slow
REV00294,R0009,2025-07-10,4,Excellent taste and ambience
REV00295,R0056,2026-01-22,5,"Loved the food, will visit again"
REV00296,R0007,2025-10-10,4,Great food and good service
REV00297,R0091,2025-03-28,5,Portions were good
REV00298,R0075,2025-10-25,4,Average experience
REV00299,R0033,2026-01-18,4,Great food and good service
REV00300,R0099,2026-03-08,3,Average experience
REV00301,R0048,2026-03-22,5,Food was tasty and fresh
REV00302,R0014,2026-03-23,5,Great food and good service
REV00303,R0024,2026-05-17,3,Nice ambience and friendly staff
REV00304,R0079,2025-03-20,4,"Loved the food, will visit again"
REV00305,R0027,2026-08-14,4,Food was tasty and fresh
REV00306,R0062,2026-07-13,5,Portions were good
REV00307,R0098,2025-09-13,3,Good value for money
REV00308,R0013,2025-01-01,4,Nice ambience and friendly staff
REV00309,R0062,2025-12-15,4,Nice ambience and friendly staff
REV00310,R0082,2026-05-17,2,Service was a little slow
REV00311,R0093,2025-12-13,4,"Loved the food, will visit again"
REV00312,R0002,2025-07-28,4,Average experience
REV00313,R0078,2025-12-06,5,Average experience
REV00314,R0061,2025-01-22,5,Food was tasty and fresh
REV00315,R0016,2025-09-30,4,Food was okay but could be better
REV00316,R0002,2025-05-12,5,Average experience
REV00317,R0039,2025-11-21,4,Average experience
REV00318,R0020,2026-03-24,3,Food was tasty and fresh
REV00319,R0037,2025-09-22,4,Good value for money
REV00320,R0086,2025-10-05,3,Nice ambience and friendly staff
REV00321,R0055,2026-09-01,5,Nice ambience and friendly staff
REV00322,R0071,2025-04-07,5,Great food and good service
REV00323,R0088,2025-10-10,3,Great food and good service
REV00324,R0028,2025-04-16,3,Portions were good
REV00325,R0055,2025-04-23,5,Average experience
REV00326,R0043,2025-10-22,5,Food was okay but could be better
REV00327,R0081,2025-09-05,4,Nice ambience and friendly staff
REV00328,R0007,2025-10-23,3,"Loved the food, will visit again"
REV00329,R0086,2025-02-21,4,Nice ambience and friendly staff
REV00330,R0029,2026-04-19,4,Portions were good
REV00331,R0047,2025-07-17,2,Good value for money
REV00332,R0088,2026-02-15,3,"Loved the food, will visit again"
REV00333,R0072,2026-06-20,3,Service was a little slow
REV00334,R0083,2026-07-28,4,"Loved the food, will visit again"
REV00335,R0075,2026-03-01,4,Food was okay but could be better
REV00336,R0098,2026-06-27,4,Nice ambience and friendly staff
REV00337,R0017,2025-07-26,4,Excellent taste and ambience
REV00338,R0022,2026-07-22,4,Service was a little slow
REV00339,R0019,2026-06-12,4,"Loved the food, will visit again"
REV00340,R0040,2026-06-22,3,Great food and good service
REV00341,R0100,2025-06-11,3,Good value for money
REV00342,R0078,2026-08-13,4,Service was a little slow
REV00343,R0096,2025-05-05,3,Great food and good service
REV00344,R0012,2025-05-30,4,Portions were good
REV00345,R0084,2025-02-27,4,"Loved the food, will visit again"
REV00346,R0083,2025-02-14,5,Great food and good service
REV00347,R0023,2026-07-21,5,Portions were good
REV00348,R0069,2025-05-10,4,Service was a little slow
REV00349,R0097,2025-11-30,5,Food was okay but could be better
REV00350,R0035,2025-03-20,4,Food was tasty and fresh
REV00351,R0087,2026-08-06,4,Food was tasty and fresh
REV00352,R0058,2025-02-01,5,Nice ambience and friendly staff
REV00353,R0043,2025-09-27,5,Good value for money
REV00354,R0096,2026-06-02,3,Service was a little slow
REV00355,R0010,2025-05-06,4,Great food and good service
REV00356,R0097,2025-03-15,2,Food was tasty and fresh
REV00357,R0063,2025-02-25,4,Portions were good
REV00358,R0032,2026-06-11,5,Great food and good service
REV00359,R0064,2025-05-10,5,Good value for money
REV00360,R0071,2025-01-13,4,Portions were good
REV00361,R0087,2025-03-15,4,Portions were good
REV00362,R0048,2026-03-03,4,Average experience
REV00363,R0038,2026-01-01,4,Excellent taste and ambience
REV00364,R0097,2025-08-17,2,Portions were good
REV00365,R0002,2025-12-03,3,Great food and good service
REV00366,R0050,2026-01-03,4,Excellent taste and ambience
REV00367,R0058,2025-06-01,4,Food was okay but could be better
REV00368,R0017,2025-10-01,5,Food was okay but could be better
REV00369,R0084,2025-03-14,4,Great food and good service
REV00370,R0029,2025-05-12,4,Nice ambience and friendly staff
REV00371,R0020,2025-09-22,5,Average experience
REV00372,R0019,2026-06-22,5,Portions were good
REV00373,R0026,2025-12-04,4,Average experience
REV00374,R0003,2026-03-26,3,Great food and good service
REV00375,R0042,2026-08-11,2,Great food and good service
REV00376,R0056,2025-02-18,4,Service was a little slow
REV00377,R0026,2025-02-15,5,Good value for money
REV00378,R0016,2026-02-12,4,"Loved the food, will visit again"
REV00379,R0062,2025-04-28,3,Food was okay but could be better
REV00380,R0072,2025-06-06,4,Service was a little slow
REV00381,R0092,2025-03-12,3,Portions were good
REV00382,R0078,2025-03-31,5,Service was a little slow
REV00383,R0033,2026-07-29,3,Food was tasty and fresh
REV00384,R0052,2025-03-09,5,Food was okay but could be better
REV00385,R0075,2026-07-15,5,Food was okay but could be better
REV00386,R0044,2026-08-13,4,Excellent taste and ambience
REV00387,R0098,2026-08-01,4,Food was okay but could be better
REV00388,R0073,2025-03-28,5,Service was a little slow
REV00389,R0081,2026-08-19,4,Good value for money
REV00390,R0059,2026-07-12,5,Food was tasty and fresh
REV00391,R0055,2025-03-19,5,Food was tasty and fresh
REV00392,R0034,2026-07-10,4,"Loved the food, will visit again"
REV00393,R0077,2026-01-08,5,Food was tasty and fresh
REV00394,R0071,2026-04-25,4,Food was tasty and fresh
REV00395,R0006,2025-12-23,5,Service was a little slow
REV00396,R0059,2025-03-10,4,Food was tasty and fresh
REV00397,R0069,2025-09-28,3,Food was tasty and fresh
REV00398,R0093,2026-06-13,5,Food was okay but could be better
REV00399,R0021,2026-02-26,5,Excellent taste and ambience
REV00400,R0088,2026-07-01,4,Service was a little slow
REV00401,R0014,2025-12-30,5,Service was a little slow
REV00402,R0034,2025-06-18,3,Food was okay but could be better
REV00403,R0017,2026-05-31,3,Food was okay but could be better
REV00404,R0013,2025-04-16,3,Average experience
REV00405,R0086,2025-01-19,4,Nice ambience and friendly staff
REV00406,R0012,2025-03-22,5,Food was okay but could be better
REV00407,R0098,2025-09-24,3,Portions were good
REV00408,R0012,2025-01-02,3,Excellent taste and ambience
REV00409,R0011,2026-04-14,4,Good value for money
REV00410,R0008,2026-04-22,3,Food was okay but could be better
REV00411,R0076,2025-08-24,5,Nice ambience and friendly staff
REV00412,R0094,2025-01-20,4,Excellent taste and ambience
REV00413,R0087,2026-02-26,3,"Loved the food, will visit again"
REV00414,R0061,2026-07-10,5,"Loved the food, will visit again"
REV00415,R0044,2025-10-21,4,Excellent taste and ambience
REV00416,R0051,2025-09-23,4,Excellent taste and ambience
REV00417,R0072,2025-02-26,3,Service was a little slow
REV00418,R0088,2026-03-19,3,Nice ambience and friendly staff
REV00419,R0056,2025-10-25,4,Food was okay but could be better
REV00420,R0052,2026-06-28,5,Food was okay but could be better
REV00421,R0026,2025-02-26,5,Good value for money
REV00422,R0087,2026-04-22,5,Service was a little slow
REV00423,R0033,2025-08-17,3,Nice ambience and friendly staff
REV00424,R0084,2026-03-11,5,Nice ambience and friendly staff
REV00425,R0018,2026-06-26,3,Average experience
REV00426,R0010,2025-12-09,3,Good value for money
REV00427,R0049,2026-08-24,4,Good value for money
REV00428,R0042,2025-07-29,5,Average experience
REV00429,R0094,2025-11-06,5,Great food and good service
REV00430,R0012,2026-06-30,4,Average experience
REV00431,R0008,2026-02-14,4,"Loved the food, will visit again"
REV00432,R0013,2025-12-05,2,Food was tasty and fresh
REV00433,R0090,2025-09-12,3,Nice ambience and friendly staff
REV00434,R0075,2025-04-18,4,Nice ambience and friendly staff
REV00435,R0077,2025-10-09,5,Food was okay but could be better
REV00436,R0088,2025-07-23,4,Service was a little slow
REV00437,R0040,2026-02-01,4,Average experience
REV00438,R0075,2025-11-26,4,Good value for money
REV00439,R0077,2025-12-28,4,Excellent taste and ambience
REV00440,R0007,2025-02-09,2,Food was tasty and fresh
REV00441,R0015,2026-07-31,5,Good value for money
REV00442,R0011,2025-01-26,3,Average experience
REV00443,R0023,2025-08-25,4,Great food and good service
REV00444,R0091,2026-05-02,3,Excellent taste and ambience
REV00445,R0077,2025-07-08,5,Good value for money
REV00446,R0080,2026-02-13,4,Food was okay but could be better
REV00447,R0097,2025-10-11,3,Excellent taste and ambience
REV00448,R0099,2025-07-16,3,Nice ambience and friendly staff
REV00449,R0098,2025-02-11,3,"Loved the food, will visit again"
REV00450,R0068,2025-06-30,5,Great food and good service
REV00451,R0071,2025-11-03,5,Food was okay but could be better
REV00452,R0043,2026-01-12,5,"Loved the food, will visit again"
REV00453,R0015,2025-11-03,4,Food was okay but could be better
REV00454,R0012,2025-01-04,3,Nice ambience and friendly staff
REV00455,R0080,2026-06-05,5,Average experience
REV00456,R0018,2026-05-25,3,Portions were good
REV00457,R0098,2026-03-01,3,Nice ambience and friendly staff
REV00458,R0079,2025-01-28,5,Food was okay but could be better
REV00459,R0080,2026-05-28,4,Service was a little slow
REV00460,R0096,2026-01-03,3,Excellent taste and ambience
REV00461,R0035,2025-03-31,5,Great food and good service
REV00462,R0062,2025-10-21,4,Service was a little slow
REV00463,R0022,2025-07-18,5,Service was a little slow
REV00464,R0002,2026-07-15,4,Excellent taste and ambience
REV00465,R0095,2026-07-14,5,Food was tasty and fresh
REV00466,R0043,2026-09-02,5,Service was a little slow
REV00467,R0088,2026-01-02,2,Good value for money
REV00468,R0080,2026-04-23,4,Good value for money
REV00469,R0067,2026-05-18,2,Great food and good service
REV00470,R0076,2025-11-07,4,Average experience
REV00471,R0056,2025-09-03,5,Average experience
REV00472,R0084,2025-07-26,5,Service was a little slow
REV00473,R0028,2025-05-25,3,Nice ambience and friendly staff
REV00474,R0037,2025-11-29,2,Food was tasty and fresh
REV00475,R0030,2026-02-24,3,Good value for money
REV00476,R0084,2025-01-19,5,Service was a little slow
REV00477,R0044,2025-11-21,4,Service was a little slow
REV00478,R0010,2025-02-11,3,Portions were good
REV00479,R0077,2026-06-06,5,"Loved the food, will visit again"
REV00480,R0091,2026-03-20,4,Food was tasty and fresh
REV00481,R0021,2025-03-19,5,Average experience
REV00482,R0030,2025-02-18,4,Portions were good
REV00483,R0017,2026-04-24,3,Good value for money
REV00484,R0061,2025-10-23,5,"Loved the food, will visit again"
REV00485,R0043,2026-01-13,5,Food was okay but could be better
REV00486,R0095,2025-09-19,5,Portions were good
REV00487,R0001,2025-04-02,3,Excellent taste and ambience
REV00488,R0087,2026-01-07,5,Good value for money
REV00489,R0054,2026-06-14,4,"Loved the food, will visit again"
REV00490,R0057,2026-08-28,4,Food was tasty and fresh
REV00491,R0097,2025-11-19,3,Portions were good
REV00492,R0055,2026-03-12,5,Nice ambience and friendly staff
REV00493,R0085,2025-07-17,5,Food was tasty and fresh
REV00494,R0077,2026-05-12,5,Service was a little slow
REV00495,R0073,2025-09-15,4,Good value for money
REV00496,R0019,2026-06-13,4,Average experience
REV00497,R0039,2026-02-28,4,Good value for money
REV00498,R0025,2025-07-23,4,Good value for money
REV00499,R0088,2025-01-14,4,Average experience
REV00500,R0018,2025-02-26,4,Food was tasty and fresh
REV00501,R0012,2025-07-30,4,Good value for money
REV00502,R0065,2026-03-09,2,Great food and good service
REV00503,R0010,2025-05-26,4,Nice ambience and friendly staff
REV00504,R0039,2025-03-23,5,Excellent taste and ambience
REV00505,R0054,2026-02-06,4,"Loved the food, will visit again"
REV00506,R0059,2026-05-26,4,Portions were good
REV00507,R0073,2026-04-13,4,Portions were good
REV00508,R0028,2025-07-23,3,Nice ambience and friendly staff
REV00509,R0078,2026-02-08,4,"Loved the food, will visit again"
REV00510,R0055,2025-03-09,5,Excellent taste and ambience
REV00511,R0089,2025-05-20,3,Food was okay but could be better
REV00512,R0005,2025-06-27,3,Food was okay but could be better
REV00513,R0012,2026-04-08,5,Food was okay but could be better
REV00514,R0017,2025-07-15,3,Service was a little slow
REV00515,R0062,2026-05-13,4,"Loved the food, will visit again"
